"yymm","year","month","url","row","good","medida","cantidad","precio","total","id","ym","categoria","ipc","ipc_estimado","precio_real","total_real"
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","29","Papel higiénico","rollos",10.71,6.76373256,72.4395757176,20,2009-04-01,"Usos del Hogar",94.6127677875909,FALSE,15.8552861451421,169.810114614472
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","30","Jabón de baño","unidad",4.67,4.49621182,20.9973091994,20,2009-04-01,"Usos del Hogar",94.6127677875909,FALSE,10.5398497564591,49.2210983626638
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","31","Toallas sanitarias","bolsa de 10 unid",2.21,11.23100639,24.8205241219,20,2009-04-01,"Usos del Hogar",94.6127677875909,FALSE,26.3273005595256,58.1833342365516
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","32","Desodorante nacional","unidad",1.9,16.99749662,32.295243578,20,2009-04-01,"Usos del Hogar",94.6127677875909,FALSE,39.8448889382441,75.7052889826639
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","33","Cepillo dental","unidad",2.49,8.8995,22.159755,20,2009-04-01,"Usos del Hogar",94.6127677875909,FALSE,20.8618714292707,51.9460598588841
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","34","Alquiler","valor (c$) mensual",1,900,900,20,2009-04-01,"Usos del Hogar",94.6127677875909,FALSE,2109.74597295844,2109.74597295844
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","35","Gas butano","25 libras",1,161.99252628,161.99252628,20,2009-04-01,"Usos del Hogar",94.6127677875909,FALSE,379.736755520661,379.736755520661
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","36","Luz eléctrica","kwh",100,2.028001,202.8001,20,2009-04-01,"Usos del Hogar",94.6127677875909,FALSE,4.75396326989522,475.396326989521
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","37","Agua","galones",5292,0.01559,82.50228,20,2009-04-01,"Usos del Hogar",94.6127677875909,FALSE,0.0365454885760246,193.398725544322
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","38","Transporte","pasaje",240,2.5,600,20,2009-04-01,"Usos del Hogar",94.6127677875909,FALSE,5.86040548044012,1406.49731530563
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","39","Pantalón largo de tela de jeans (Hombre)","unidad",0.62,193.69621515,120.091653393,20,2009-04-01,"Vestuario",94.6127677875909,FALSE,454.055344322227,281.514313479781
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","40","Camisa manga corta","unidad",0.66,70.77834512,46.7137077792,20,2009-04-01,"Vestuario",94.6127677875909,FALSE,165.915920655092,109.504507632361
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","41","Calzoncillos","unidad",1.57,16.4637,25.848009,20,2009-04-01,"Vestuario",94.6127677875909,FALSE,38.5935830833288,60.5919254408262
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","42","Calcetines (Hombre)","par",1.32,16.4559,21.721788,20,2009-04-01,"Vestuario",94.6127677875909,FALSE,38.5752986182298,50.9193941760633
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","43","Zapato de cuero natural","par",0.43,247.36473845,106.3668375335,20,2009-04-01,"Vestuario",94.6127677875909,FALSE,579.863067552006,249.341119047363
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","44","Blusa manga corta","unidad",0.66,51.93336117,34.2760183722,20,2009-04-01,"Vestuario",94.6127677875909,FALSE,121.740221767338,80.3485463664428
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","45","Pantalón largo de tela de jeans (Mujeres)","unidad",0.51,210.49697874,107.3534591574,20,2009-04-01,"Vestuario",94.6127677875909,FALSE,493.439059129593,251.653920156092
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","46","Vestido entero","unidad",0.5,119.42721821,59.713609105,20,2009-04-01,"Vestuario",94.6127677875909,FALSE,279.956769644641,139.97838482232
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","47","Calzones/ Bikinis","unidad",1.23,17.398,21.39954,20,2009-04-01,"Vestuario",94.6127677875909,FALSE,40.7837338194789,50.163992597959
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","48","Brassier/sostén","unidad",0.97,20.2877,19.679069,20,2009-04-01,"Vestuario",94.6127677875909,FALSE,47.55765930621,46.1309295270237
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","49","Sandalias de cuero sintético","par",0.44,132.14531867,58.1439402148,20,2009-04-01,"Vestuario",94.6127677875909,FALSE,309.770059899269,136.298826355679
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","50","Traje completo","unidad",0.5,148.19904703,74.099523515,20,2009-04-01,"Vestuario",94.6127677875909,FALSE,347.402602964246,173.701301482123
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","51","Calzones","unidad",1.43,13.23918322,18.9320320046,20,2009-04-01,"Vestuario",94.6127677875909,FALSE,31.0347927596155,44.3797536462502
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","52","Calcetines (Niños y Niñas)","par",1.39,14.2900793,19.863210227,20,2009-04-01,"Vestuario",94.6127677875909,FALSE,33.4982636182575,46.562586429378
"CB2009Abr",2009,"Abr","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/CAbril09.xls","53","Zapato de cuero sintético","par",0.45,178.88109348,80.496492066,20,2009-04-01,"Vestuario",94.6127677875909,FALSE,419.326296230925,188.696833303916
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","1","Arroz","libra",38,9.3536,355.4368,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,21.9640563800212,834.634142440806
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","2","Frijol","libra",34,8.70680744,296.03145296,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,20.445262733295,695.13893293203
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","3","Azúcar","libra",30,5.54516932,166.3550796,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,13.0211267940947,390.63380382284
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","4","Aceite","litro",7,26.4390582,185.0734074,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,62.0840066861382,434.588046802967
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","5","Posta de res","libra",8,39.17299138,313.38393104,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,91.9857371754624,735.885897403699
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","6","Posta de cerdo","libra",5,36.99973959,184.99869795,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,86.8825229217481,434.412614608741
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","7","Carne de aves","libra",8,21.23158464,169.85267712,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,49.8558546517012,398.84683721361
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","8","Chuleta de pescado","libra",9,39.30964103,353.78676927,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,92.3066169027236,830.759552124512
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","9","Leche","litro",30,16.03,480.9,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,37.6415309369377,1129.24592810813
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","10","Huevos","docena",7,28.10175268,196.71226876,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,65.988333929282,461.918337504974
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","11","Queso seco","libra",9,23.98642939,215.87786451,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,56.3247613194233,506.92285187481
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","12","Tortilla","libra",57,10.47872318,597.28722126,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,24.6060625551825,1402.5455656454
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","13","Pinolillo","libra",10,19.99837503,199.9837503,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,46.9600406974564,469.600406974564
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","14","Pastas alimenticias","libra",5,18.33881884,91.6940942,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,43.063082764364,215.31541382182
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","15","Pan","libra",27,16.98833379,458.68501233,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,39.8918834637123,1077.08085352023
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","16","Tomate de cocinar","libra",14,7.62894314,106.80520396,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,17.9142295209263,250.799213292968
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","17","Cebolla blanca","libra",8,13.76267879,110.10143032,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,32.317423546408,258.539388371264
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","18","Papas","libra",15,10.90031796,163.5047694,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,25.5960483913785,383.940725870677
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","19","Ayote","libra",32,4.01961238369633,128.627596278283,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,9.43882494668766,302.042398294006
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","20","Chiltoma","libra",3,15.27611657,45.82834971,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,35.8712672779739,107.613801833922
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","21","Plátano verde","libra",16,5.86450266,93.83204256,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,13.7709830509135,220.335728814616
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","22","Naranja","libra",46,3.54825151,163.21956946,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,8.33197872649412,383.27102141873
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","23","Repollo","libra",2,3.81462391,7.62924782,24,2009-08-01,"Alimentos",94.4503667097771,FALSE,8.95747248415765,17.9149449683153
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","24","Jabón de lavar ropa","unidad",12.55,9.5069002,119.31159751,24,2009-08-01,"Usos del Hogar",94.4503667097771,FALSE,22.324034809275,280.166636856402
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","25","Detergente","bolsita de 40 gramos",27.97,1.94031705,54.2706678885,24,2009-08-01,"Usos del Hogar",94.4503667097771,FALSE,4.55623856924782,127.437992781862
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","26","Pasta dental","unidad de 115 grs",2.13,23.8624,50.826912,24,2009-08-01,"Usos del Hogar",94.4503667097771,FALSE,56.0335163961061,119.351389923706
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","27","Fósforos","cajita de 40 cerillos",10.87,1.00474789,10.9216095643,24,2009-08-01,"Usos del Hogar",94.4503667097771,FALSE,2.35934178323505,25.646045183765
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","28","Escoba","unidad",1.22,31.7445,38.72829,24,2009-08-01,"Usos del Hogar",94.4503667097771,FALSE,74.5422070385289,90.9414925870052
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","29","Papel higiénico","rollos",10.71,6.7395593,72.180680103,24,2009-08-01,"Usos del Hogar",94.4503667097771,FALSE,15.8257847718201,169.494154906193
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","30","Jabón de baño","unidad",4.67,4.6533274,21.731038958,24,2009-08-01,"Usos del Hogar",94.4503667097771,FALSE,10.9269099991765,51.0286696961544
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","31","Toallas sanitarias","bolsa de 10 unid",2.21,11.33488785,25.0501021485,24,2009-08-01,"Usos del Hogar",94.4503667097771,FALSE,26.6165022877413,58.8224700559084
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","32","Desodorante nacional","unidad",1.9,17.20032161,32.680611059,24,2009-08-01,"Usos del Hogar",94.4503667097771,FALSE,40.3896717409914,76.7403763078837
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","33","Cepillo dental","unidad",2.49,8.9052,22.173948,24,2009-08-01,"Usos del Hogar",94.4503667097771,FALSE,20.9111267186287,52.0687055293853
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","34","Alquiler","valor (c$) mensual",1,900,900,24,2009-08-01,"Usos del Hogar",94.4503667097771,FALSE,2113.37353981559,2113.37353981559
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","35","Gas butano","25 libras",1,183.29128954,183.29128954,24,2009-08-01,"Usos del Hogar",94.4503667097771,FALSE,430.403290436126,430.403290436126
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","36","Luz eléctrica","kwh",100,2.061374,206.1374,24,2009-08-01,"Usos del Hogar",94.4503667097771,FALSE,4.84050363029313,484.050363029313
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","37","Agua","galones",5292,0.01559,82.50228,24,2009-08-01,"Usos del Hogar",94.4503667097771,FALSE,0.03660832609525,193.731261696063
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","38","Transporte","pasaje",240,2.5,600,24,2009-08-01,"Usos del Hogar",94.4503667097771,FALSE,5.8704820550433,1408.91569321039
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","39","Pantalón largo de tela de jeans (Hombre)","unidad",0.62,196.40793907,121.7729222234,24,2009-08-01,"Vestuario",94.4503667097771,FALSE,461.203712711389,285.946301881061
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","40","Camisa manga corta","unidad",0.66,73.00005246,48.1800346236,24,2009-08-01,"Vestuario",94.4503667097771,FALSE,171.41819919346,113.136011467684
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","41","Calzoncillos","unidad",1.57,16.9904,26.674928,24,2009-08-01,"Vestuario",94.4503667097771,FALSE,39.8967353232031,62.6378744574289
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","42","Calcetines (Hombre)","par",1.32,16.4185,21.67242,24,2009-08-01,"Vestuario",94.4503667097771,FALSE,38.5538038482914,50.8910210797446
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","43","Zapato de cuero natural","par",0.43,248.76431177,106.9686540611,24,2009-08-01,"Vestuario",94.4503667097771,FALSE,584.146571272393,251.183025647129
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","44","Blusa manga corta","unidad",0.66,53.42254843,35.2588819638,24,2009-08-01,"Vestuario",94.4503667097771,FALSE,125.446444757199,82.7946535397512
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","45","Pantalón largo de tela de jeans (Mujeres)","unidad",0.51,207.94207263,106.0504570413,24,2009-08-01,"Vestuario",94.4503667097771,FALSE,488.28808234517,249.026921996037
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","46","Vestido entero","unidad",0.5,127.10361838,63.55180919,24,2009-08-01,"Vestuario",94.4503667097771,FALSE,298.463804332345,149.231902166172
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","47","Calzones/ Bikinis","unidad",1.23,17.5117,21.539391,24,2009-08-01,"Vestuario",94.4503667097771,FALSE,41.1208482413207,50.5786433368245
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","48","Brassier/sostén","unidad",0.97,20.2913,19.682561,24,2009-08-01,"Vestuario",94.4503667097771,FALSE,47.6478850094001,46.2184484591181
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","49","Sandalias de cuero sintético","par",0.44,134.19788023,59.0470673012,24,2009-08-01,"Vestuario",94.4503667097771,FALSE,315.122499086026,138.653899597852
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","50","Traje completo","unidad",0.5,153.48874789,76.744373945,24,2009-08-01,"Vestuario",94.4503667097771,FALSE,360.421176055724,180.210588027862
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","51","Calzones","unidad",1.43,14.58697256,20.8593707608,24,2009-08-01,"Vestuario",94.4503667097771,FALSE,34.2530242603556,48.9818246923086
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","52","Calcetines (Niños y Niñas)","par",1.39,14.67456309,20.3976426951,24,2009-08-01,"Vestuario",94.4503667097771,FALSE,34.4587037141783,47.8975981627079
"CB2009Ago",2009,"Ago","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cagosto09.xls","53","Zapato de cuero sintético","par",0.45,183.86744802,82.740351609,24,2009-08-01,"Vestuario",94.4503667097771,FALSE,431.756221643207,194.290299739443
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","1","Arroz","libra",38,9.2234,350.4892,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,21.423745554541,814.102331072557
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","2","Frijol","libra",34,9.42427035,320.4251919,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,21.8903191898438,744.270852454688
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","3","Azúcar","libra",30,5.61967384,168.5902152,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,13.0531541999339,391.594625998017
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","4","Aceite","litro",7,25.93534633,181.54742431,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,60.2415877705421,421.691114393795
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","5","Posta de res","libra",8,38.03524805,304.2819844,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,88.3467567629129,706.774054103303
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","6","Posta de cerdo","libra",5,37.5686606,187.843303,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,87.2629860484538,436.314930242269
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","7","Carne de aves","libra",8,21.18295858,169.46366864,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,49.2029311002776,393.623448802221
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","8","Chuleta de pescado","libra",9,39.54590402,355.91313618,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,91.8556481827503,826.700833644753
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","9","Leche","litro",30,16.03,480.9,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,37.2338444867719,1117.01533460316
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","10","Huevos","docena",7,29.53452036,206.74164252,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,68.6016056191914,480.21123933434
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","11","Queso seco","libra",9,31.49195182,283.42756638,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,73.1482493231936,658.334243908742
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","12","Tortilla","libra",57,9.74786907,555.62853699,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,22.6419613867619,1290.59179904543
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","13","Pinolillo","libra",10,20.0768444,200.768444,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,46.6336932111489,466.336932111489
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","14","Pastas alimenticias","libra",5,18.25064386,91.2532193,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,42.3918674526948,211.959337263474
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","15","Pan","libra",27,16.66518577,449.96001579,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,38.7092286527351,1045.14917362385
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","16","Tomate de cocinar","libra",14,6.17642125,86.4698975,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,14.3463448725698,200.848828215977
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","17","Cebolla blanca","libra",8,12.48368977,99.86951816,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,28.9966165637733,231.972932510186
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","18","Papas","libra",15,10.42256739,156.33851085,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,24.2091237275209,363.136855912814
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","19","Ayote","libra",32,3.63332039579632,116.266252665482,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,8.43933166485943,270.058613275501
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","20","Chiltoma","libra",3,11.09630105,33.28890315,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,25.7740453945168,77.3221361835503
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","21","Plátano verde","libra",16,4.7398128,75.8370048,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,11.0094480780793,176.151169249268
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","22","Naranja","libra",46,2.92301232,134.45856672,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,6.78945640397993,312.314994583077
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","23","Repollo","libra",2,3.44993882,6.89987764,28,2009-12-01,"Alimentos",95.4845369721158,FALSE,8.01338025656627,16.0267605131325
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","24","Jabón de lavar ropa","unidad",12.55,9.38822739,117.8222537445,28,2009-12-01,"Usos del Hogar",95.4845369721158,FALSE,21.8066000402815,273.672830505533
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","25","Detergente","bolsita de 40 gramos",27.97,1.94031705,54.2706678885,28,2009-12-01,"Usos del Hogar",95.4845369721158,FALSE,4.5068910352297,126.057742255375
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","26","Pasta dental","unidad de 115 grs",2.13,23.9588,51.032244,28,2009-12-01,"Usos del Hogar",95.4845369721158,FALSE,55.6505448090874,118.535660443356
"CB2009Dic",2009,"Dic","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2009/Cdiciembre09.xls","27","Fósforos","cajita de 40 cerillos",10.87,0.98236811,10.6783413557,28,2009-12-01,"Usos del Hogar",95.4845369721158,FALSE,2.28180545455421,24.8032252910043
