"month","year","url","row","bien","medida","cantidad","precio","total"
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","27","Fósforos","Cajita de 40 cerrillos",10.87,0.92,10.0004
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","28","Escoba","Unidad",1.22,38.89,47.4458
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","29","Papel higiénico","Rollos",10.71,11.17,119.6307
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","30","Jabón de baño","Unidad",4.67,6.07,28.3469
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","31","Toallas sanitarias","Bolsa de 10 unid",2.21,15.36,33.9456
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","32","Desodorante nacional","Unidad",1.9,22.5,42.75
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","33","Cepillo dental","Unidad",2.49,10.44,25.9956
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","34","Alquiler","Valor (C$) mensual",1,900,900
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","35","Gas butano","25 libras",1,196.54,196.54
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","36","Luz eléctrica","KWH",100,2.540061,254.0061
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","37","Agua","Galones",5292,0.020749,109.803708
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","38","Transporte","Pasaje",240,2.5,600
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","39","Pantalón largo de tela de jeans","Unidad",0.621290101151897,363.28,225.702267946461
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","40","Camisa manga corta","Unidad",0.660003700679698,102,67.3203774693292
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","41","Calzoncillos","Unidad",1.56501893310219,34.71,54.321807167977
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","42","Calcetines","Par",1.3198798072969,25.23,33.3005675381009
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","43","Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)","Par",0.432211303669415,362.84,156.823549423411
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","44","Blusa manga corta","Unidad",0.66,95.53,63.0498
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","45","Pantalón largo de tela de jeans","Unidad",0.51,341.63,174.2313
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","46","Vestido entero","Unidad",0.5,240.86,120.43
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","47","Calzones/Bikinis","Unidad",1.23,33.21,40.8483
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","48","Brassier/sostén","Unidad",0.97,36.19,35.1043
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","49","Sandalias de cuero sintético","Par",0.44,220.7,97.108
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","50","Traje completo","Unidad",0.501964507835002,252.13,126.560311360439
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","51","Calzones","Unidad",1.4326365541172,22.48,32.2056697365547
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","52","Calcetines","Par",1.38828467371139,21.92,30.4312000477536
"Sep",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBSep2015.xls","53","Zapato de cuero sintético","Par",0.44713223086502,298.47,133.455556946283
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","1","Arroz","Libra",38,12.08,459.04
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","2","Frijol","Libra",34,17.75,603.5
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","3","Azúcar","Libra",30,9.86,295.8
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","4","Aceite","Litro",7,31.57,220.99
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","5","Posta de res","Libra",8,85.87,686.96
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","6","Posta de cerdo","Libra",5,71.71,358.55
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","7","Carne de aves","Libra",8,35.41,283.28
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","8","Chuleta de pescado","Libra",9,71.69,645.21
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","9","Leche","Litro",30,25.97,779.1
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","10","Huevos","Docena",7,45.91,321.37
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","11","Queso seco","Libra",9,51.76,465.84
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","12","Tortilla","Libra",57,15.57,887.49
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","13","Pinolillo","Libra",10,23.64,236.4
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","14","Pastas alimenticias","Libra",5,23.2,116
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","15","Pan","Libra",27,19.65,530.55
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","16","Tomate de cocinar","Libra",14,9.95,139.3
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","17","Cebolla blanca","Libra",8,37.53,300.24
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","18","Papas","Libra",15,12.29,184.35
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","19","Ayote","Libra",32,8.35,267.2
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","20","Chiltoma","Libra",3,24.69,74.07
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","21","Plátano verde","Libra",16,9.74,155.84
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","22","Naranja","Libra",46,5.58,256.68
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","23","Repollo","Libra",2,5.58,11.16
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","24","Jabón de lavar ropa","Unidad",12.55,13.23,166.0365
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","25","Detergente en polvo","Bolsita de 40 gramos",27.97,2.45,68.5265
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","26","Pasta dental","Unidad de 115 grs",2.13,29.33,62.4729
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","27","Fósforos","Cajita de 40 cerrillos",10.87,0.92,10.0004
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","28","Escoba","Unidad",1.22,38.89,47.4458
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","29","Papel higiénico","Rollos",10.71,11.26,120.5946
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","30","Jabón de baño","Unidad",4.67,6.07,28.3469
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","31","Toallas sanitarias","Bolsa de 10 unid",2.21,15.5,34.255
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","32","Desodorante nacional","Unidad",1.9,22.5,42.75
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","33","Cepillo dental","Unidad",2.49,10.53,26.2197
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","34","Alquiler","Valor (C$) mensual",1,900,900
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","35","Gas butano","25 libras",1,205.858146349481,205.858146349481
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","36","Luz eléctrica","KWH",100,2.55058325,255.058325
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","37","Agua","Galones",5292,0.020749,109.803708
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","38","Transporte","Pasaje",240,2.5,600
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","39","Pantalón largo de tela de jeans","Unidad",0.621290101151897,362.94,225.491029312069
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","40","Camisa manga corta","Unidad",0.660003700679698,102.01,67.326977506336
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","41","Calzoncillos","Unidad",1.56501893310219,34.81,54.4783090612872
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","42","Calcetines","Par",1.3198798072969,24.79,32.7198204228903
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","43","Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)","Par",0.432211303669415,364.46,157.523731735355
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","44","Blusa manga corta","Unidad",0.66,95.13,62.7858
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","45","Pantalón largo de tela de jeans","Unidad",0.51,341.83,174.3333
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","46","Vestido entero","Unidad",0.5,242.5,121.25
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","47","Calzones/Bikinis","Unidad",1.23,33.05,40.6515
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","48","Brassier/sostén","Unidad",0.97,36.13,35.0461
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","49","Sandalias de cuero sintético","Par",0.44,219.92,96.7648
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","50","Traje completo","Unidad",0.501964507835002,251.71,126.349486267148
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","51","Calzones","Unidad",1.4326365541172,22.45,32.1626906399312
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","52","Calcetines","Par",1.38828467371139,21.92,30.4312000477536
"Oct",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBOct2015.xls","53","Zapato de cuero sintético","Par",0.44713223086502,292.66,130.857718684957
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","1","Arroz","Libra",38,12.12,460.56
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","2","Frijol","Libra",34,16.72,568.48
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","3","Azúcar","Libra",30,9.82,294.6
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","4","Aceite","Litro",7,31.28,218.96
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","5","Posta de res","Libra",8,86.19,689.52
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","6","Posta de cerdo","Libra",5,71.23,356.15
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","7","Carne de aves","Libra",8,35.46,283.68
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","8","Chuleta de pescado","Libra",9,71.35,642.15
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","9","Leche","Litro",30,25.97,779.1
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","10","Huevos","Docena",7,48.03,336.21
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","11","Queso seco","Libra",9,51.98,467.82
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","12","Tortilla","Libra",57,16.07,915.99
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","13","Pinolillo","Libra",10,24.29,242.9
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","14","Pastas alimenticias","Libra",5,23.5,117.5
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","15","Pan","Libra",27,19.42,524.34
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","16","Tomate de cocinar","Libra",14,13,182
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","17","Cebolla blanca","Libra",8,35.12,280.96
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","18","Papas","Libra",15,13.98,209.7
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","19","Ayote","Libra",32,5.8,185.6
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","20","Chiltoma","Libra",3,27.64,82.92
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","21","Plátano verde","Libra",16,10.06,160.96
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","22","Naranja","Libra",46,5.92,272.32
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","23","Repollo","Libra",2,5.68,11.36
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","24","Jabón de lavar ropa","Unidad",12.55,13.09,164.2795
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","25","Detergente en polvo","Bolsita de 40 gramos",27.97,2.44,68.2468
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","26","Pasta dental","Unidad de 115 grs",2.13,28.93,61.6209
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","27","Fósforos","Cajita de 40 cerrillos",10.87,0.94,10.2178
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","28","Escoba","Unidad",1.22,39.44,48.1168
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","29","Papel higiénico","Rollos",10.71,11.3,121.023
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","30","Jabón de baño","Unidad",4.67,6.09,28.4403
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","31","Toallas sanitarias","Bolsa de 10 unid",2.21,15.55,34.3655
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","32","Desodorante nacional","Unidad",1.9,22.71,43.149
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","33","Cepillo dental","Unidad",2.49,10.61,26.4189
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","34","Alquiler","Valor (C$) mensual",1,900,900
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","35","Gas butano","25 libras",1,207,207
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","36","Luz eléctrica","KWH",100,2.5608635,256.08635
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","37","Agua","Galones",5292,0.020749,109.803708
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","38","Transporte","Pasaje",240,2.5,600
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","39","Pantalón largo de tela de jeans","Unidad",0.621290101151897,367.06,228.050744528815
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","40","Camisa manga corta","Unidad",0.660003700679698,102.02,67.3335775433428
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","41","Calzoncillos","Unidad",1.56501893310219,35.04,54.8382634159007
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","42","Calcetines","Par",1.3198798072969,24.97,32.9573987882037
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","43","Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)","Par",0.432211303669415,364.95,157.735515274153
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","44","Blusa manga corta","Unidad",0.66,95.15,62.799
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","45","Pantalón largo de tela de jeans","Unidad",0.51,340.41,173.6091
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","46","Vestido entero","Unidad",0.5,243.98,121.99
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","47","Calzones/Bikinis","Unidad",1.23,33.12,40.7376
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","48","Brassier/sostén","Unidad",0.97,36.23,35.1431
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","49","Sandalias de cuero sintético","Par",0.44,221.88,97.6272
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","50","Traje completo","Unidad",0.501964507835002,252.5,126.746038228338
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","51","Calzones","Unidad",1.4326365541172,22.57,32.3346070264253
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","52","Calcetines","Par",1.38828467371139,21.92,30.4312000477536
"Nov",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBNov2015.xls","53","Zapato de cuero sintético","Par",0.44713223086502,292.68,130.866661329574
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","1","Arroz","Libra",38,12.1,459.8
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","2","Frijol","Libra",34,15.76,535.84
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","3","Azúcar","Libra",30,9.95,298.5
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","4","Aceite","Litro",7,30.96,216.72
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","5","Posta de res","Libra",8,86.29,690.32
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","6","Posta de cerdo","Libra",5,71.48,357.4
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","7","Carne de aves","Libra",8,35.62,284.96
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","8","Chuleta de pescado","Libra",9,71.43,642.87
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","9","Leche","Litro",30,25.97,779.1
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","10","Huevos","Docena",7,48.6,340.2
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","11","Queso seco","Libra",9,52.86,475.74
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","12","Tortilla","Libra",57,15.2,866.4
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","13","Pinolillo","Libra",10,24.37,243.7
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","14","Pastas alimenticias","Libra",5,23.46,117.3
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","15","Pan","Libra",27,19.61,529.47
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","16","Tomate de cocinar","Libra",14,19.66,275.24
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","17","Cebolla blanca","Libra",8,27.44,219.52
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","18","Papas","Libra",15,15.14,227.1
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","19","Ayote","Libra",32,5.76,184.32
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","20","Chiltoma","Libra",3,33.85,101.55
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","21","Plátano verde","Libra",16,10.26,164.16
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","22","Naranja","Libra",46,5.5,253
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","23","Repollo","Libra",2,5.6,11.2
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","24","Jabón de lavar ropa","Unidad",12.55,13.06,163.903
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","25","Detergente en polvo","Bolsita de 40 gramos",27.97,2.45,68.5265
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","26","Pasta dental","Unidad de 115 grs",2.13,29,61.77
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","27","Fósforos","Cajita de 40 cerrillos",10.87,0.94,10.2178
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","28","Escoba","Unidad",1.22,39.26,47.8972
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","29","Papel higiénico","Rollos",10.71,11.36,121.6656
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","30","Jabón de baño","Unidad",4.67,6.15,28.7205
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","31","Toallas sanitarias","Bolsa de 10 unid",2.21,15.59,34.4539
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","32","Desodorante nacional","Unidad",1.9,22.75,43.225
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","33","Cepillo dental","Unidad",2.49,10.61,26.4189
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","34","Alquiler","Valor (C$) mensual",1,900,900
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","35","Gas butano","25 libras",1,205.27,205.27
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","36","Luz eléctrica","KWH",100,2.5714735,257.14735
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","37","Agua","Galones",5292,0.0238782089152683,126.3634815796
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","38","Transporte","Pasaje",240,2.5,600
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","39","Pantalón largo de tela de jeans","Unidad",0.621290101151897,367.7,228.448370193552
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","40","Camisa manga corta","Unidad",0.660003700679698,102.03,67.3401775803496
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","41","Calzoncillos","Unidad",1.56501893310219,35.09,54.9165143625559
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","42","Calcetines","Par",1.3198798072969,25.06,33.0761879708604
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","43","Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)","Par",0.432211303669415,364.95,157.735515274153
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","44","Blusa manga corta","Unidad",0.66,94.53,62.3898
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","45","Pantalón largo de tela de jeans","Unidad",0.51,341.46,174.1446
"Dic",2015,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBDic2015.xls","46","Vestido entero","Unidad",0.5,244.46,122.23
