"month","year","url","row","bien","medida","cantidad","precio","total"
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","12","Tortilla","Libra",57,13.64,777.48
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","13","Pinolillo","Libra",10,21.3,213
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","14","Pastas alimenticias","Libra",5,20.26,101.3
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","15","Pan","Libra",27,18.9,510.3
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","16","Tomate de cocinar","Libra",14,14.69,205.66
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","17","Cebolla blanca","Libra",8,17.81,142.48
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","18","Papas","Libra",15,13.78,206.7
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","19","Ayote","Libra",32,6.36,203.52
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","20","Chiltoma","Libra",3,37.85,113.55
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","21","Plátano verde","Libra",16,7.35,117.6
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","22","Naranja","Libra",46,4.34,199.64
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","23","Repollo","Libra",2,5.12,10.24
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","24","Jabón de lavar ropa","Unidad",12.55,12.76,160.138
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","25","Detergente en polvo","Bolsita de 40 gramos",27.97,2.17,60.6949
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","26","Pasta dental","Unidad de 115 grs",2.13,28.09,59.8317
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","27","Fósforos","Cajita de 40 cerrillos",10.87,0.99,10.7613
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","28","Escoba","Unidad",1.22,37.39,45.6158
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","29","Papel higiénico","Rollos",10.71,10.85,116.2035
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","30","Jabón de baño","Unidad",4.67,5.75,26.8525
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","31","Toallas sanitarias","Bolsa de 10 unid",2.21,13.96,30.8516
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","32","Desodorante nacional","Unidad",1.9,20.77,39.463
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","33","Cepillo dental","Unidad",2.49,9.94,24.7506
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","34","Alquiler","Valor (C$) mensual",1,900,900
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","35","Gas butano","25 libras",1,255.744562979612,255.744562979612
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","36","Luz eléctrica","KWH",100,2.459825,245.9825
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","37","Agua","Galones",5292,0.015590373999093,82.5042592032
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","38","Transporte","Pasaje",240,2.5,600
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","39","Pantalón largo de tela de jeans","Unidad",0.621290101151897,316.39,196.569975103449
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","40","Camisa manga corta","Unidad",0.660003700679698,99.56,65.7099684396708
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","41","Calzoncillos","Unidad",1.56501893310219,30.59,47.873929163596
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","42","Calcetines","Par",1.3198798072969,23.35,30.8191935003827
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","43","Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)","Par",0.432211303669415,328.21,141.856071977339
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","44","Blusa manga corta","Unidad",0.66,85.08,56.1528
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","45","Pantalón largo de tela de jeans","Unidad",0.51,290.62,148.2162
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","46","Vestido entero","Unidad",0.5,220.68,110.34
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","47","Calzones/Bikinis","Unidad",1.23,28.72,35.3256
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","48","Brassier/sostén","Unidad",0.97,32.16,31.1952
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","49","Sandalias de cuero sintético","Par",0.44,198.21,87.2124
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","50","Traje completo","Unidad",0.501964507835002,228.92,114.909715133589
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","51","Calzones","Unidad",1.4326365541172,19.94,28.566772889097
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","52","Calcetines","Par",1.38828467371139,19.46,27.0160197504236
"Mar",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMar2013.xls","53","Zapato de cuero sintético","Par",0.44713223086502,260.25,116.366163082621
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","1","Arroz","Libra",38,10.73,407.74
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","2","Frijol","Libra",34,9.21,313.14
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","3","Azúcar","Libra",30,8.7,261
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","4","Aceite","Litro",7,34.06,238.42
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","5","Posta de res","Libra",8,56,448
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","6","Posta de cerdo","Libra",5,53.29,266.45
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","7","Carne de aves","Libra",8,29.67,237.36
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","8","Chuleta de pescado","Libra",9,58.74,528.66
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","9","Leche","Litro",30,21.55,646.5
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","10","Huevos","Docena",7,39.94,279.58
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","11","Queso seco","Libra",9,51.6,464.4
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","12","Tortilla","Libra",57,12.69,723.33
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","13","Pinolillo","Libra",10,21.23,212.3
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","14","Pastas alimenticias","Libra",5,20.38,101.9
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","15","Pan","Libra",27,19.77,533.79
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","16","Tomate de cocinar","Libra",14,14.08,197.12
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","17","Cebolla blanca","Libra",8,25.1,200.8
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","18","Papas","Libra",15,13.95,209.25
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","19","Ayote","Libra",32,6.14,196.48
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","20","Chiltoma","Libra",3,35.72,107.16
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","21","Plátano verde","Libra",16,7.61,121.76
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","22","Naranja","Libra",46,5.5,253
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","23","Repollo","Libra",2,5.64,11.28
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","24","Jabón de lavar ropa","Unidad",12.55,12.79,160.5145
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","25","Detergente en polvo","Bolsita de 40 gramos",27.97,2.17,60.6949
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","26","Pasta dental","Unidad de 115 grs",2.13,28.25,60.1725
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","27","Fósforos","Cajita de 40 cerrillos",10.87,0.99,10.7613
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","28","Escoba","Unidad",1.22,37.39,45.6158
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","29","Papel higiénico","Rollos",10.71,10.75,115.1325
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","30","Jabón de baño","Unidad",4.67,5.75,26.8525
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","31","Toallas sanitarias","Bolsa de 10 unid",2.21,14.22,31.4262
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","32","Desodorante nacional","Unidad",1.9,20.8,39.52
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","33","Cepillo dental","Unidad",2.49,9.89,24.6261
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","34","Alquiler","Valor (C$) mensual",1,900,900
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","35","Gas butano","25 libras",1,252.636423849633,252.636423849633
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","36","Luz eléctrica","KWH",100,2.46986025,246.986025
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","37","Agua","Galones",5292,0.015590373999093,82.5042592032
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","38","Transporte","Pasaje",240,2.5,600
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","39","Pantalón largo de tela de jeans","Unidad",0.621290101151897,316.3,196.514058994345
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","40","Camisa manga corta","Unidad",0.660003700679698,101.93,67.2741772102817
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","41","Calzoncillos","Unidad",1.56501893310219,31.09,48.6564386301471
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","42","Calcetines","Par",1.3198798072969,23.49,31.0039766734043
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","43","Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)","Par",0.432211303669415,328.37,141.925225785926
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","44","Blusa manga corta","Unidad",0.66,85.01,56.1066
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","45","Pantalón largo de tela de jeans","Unidad",0.51,297.12,151.5312
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","46","Vestido entero","Unidad",0.5,222.7,111.35
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","47","Calzones/Bikinis","Unidad",1.23,28.66,35.2518
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","48","Brassier/sostén","Unidad",0.97,32.31,31.3407
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","49","Sandalias de cuero sintético","Par",0.44,199.17,87.6348
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","50","Traje completo","Unidad",0.501964507835002,228.94,114.919754423745
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","51","Calzones","Unidad",1.4326365541172,20.26,29.0252165864145
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","52","Calcetines","Par",1.38828467371139,19.92,27.6546307003309
"Abr",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CAbr2013.xls","53","Zapato de cuero sintético","Par",0.44713223086502,260.27,116.375105727239
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","1","Arroz","Libra",38,10.75,408.5
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","2","Frijol","Libra",34,8.74,297.16
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","3","Azúcar","Libra",30,8.74,262.2
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","4","Aceite","Litro",7,33.85,236.95
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","5","Posta de res","Libra",8,56.9,455.2
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","6","Posta de cerdo","Libra",5,53.05,265.25
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","7","Carne de aves","Libra",8,29.96,239.68
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","8","Chuleta de pescado","Libra",9,61,549
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","9","Leche","Litro",30,21.55,646.5
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","10","Huevos","Docena",7,40.87,286.09
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","11","Queso seco","Libra",9,53.97,485.73
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","12","Tortilla","Libra",57,12.2,695.4
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","13","Pinolillo","Libra",10,20.86,208.6
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","14","Pastas alimenticias","Libra",5,20.56,102.8
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","15","Pan","Libra",27,19.19,518.13
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","16","Tomate de cocinar","Libra",14,15.15,212.1
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","17","Cebolla blanca","Libra",8,26.27,210.16
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","18","Papas","Libra",15,13.88,208.2
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","19","Ayote","Libra",32,7.48,239.36
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","20","Chiltoma","Libra",3,35.09,105.27
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","21","Plátano verde","Libra",16,7.41,118.56
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","22","Naranja","Libra",46,7.04,323.84
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","23","Repollo","Libra",2,8.7,17.4
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","24","Jabón de lavar ropa","Unidad",12.55,12.88,161.644
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","25","Detergente en polvo","Bolsita de 40 gramos",27.97,2.19,61.2543
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","26","Pasta dental","Unidad de 115 grs",2.13,28.39,60.4707
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","27","Fósforos","Cajita de 40 cerrillos",10.87,0.99,10.7613
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","28","Escoba","Unidad",1.22,37.39,45.6158
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","29","Papel higiénico","Rollos",10.71,10.74,115.0254
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","30","Jabón de baño","Unidad",4.67,5.69,26.5723
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","31","Toallas sanitarias","Bolsa de 10 unid",2.21,14.38,31.7798
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","32","Desodorante nacional","Unidad",1.9,20.8,39.52
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","33","Cepillo dental","Unidad",2.49,9.89,24.6261
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","34","Alquiler","Valor (C$) mensual",1,900,900
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","35","Gas butano","25 libras",1,254.783909345323,254.783909345323
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","36","Luz eléctrica","KWH",100,2.479951,247.9951
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","37","Agua","Galones",5292,0.015590373999093,82.5042592032
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","38","Transporte","Pasaje",240,2.5,600
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","39","Pantalón largo de tela de jeans","Unidad",0.621290101151897,317.47,197.240968412693
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","40","Camisa manga corta","Unidad",0.660003700679698,103.51,68.3169830573556
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","41","Calzoncillos","Unidad",1.56501893310219,31.09,48.6564386301471
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","42","Calcetines","Par",1.3198798072969,23.49,31.0039766734043
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","43","Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)","Par",0.432211303669415,329.24,142.301249620118
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","44","Blusa manga corta","Unidad",0.66,85.03,56.1198
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","45","Pantalón largo de tela de jeans","Unidad",0.51,297.6,151.776
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","46","Vestido entero","Unidad",0.5,222.77,111.385
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","47","Calzones/Bikinis","Unidad",1.23,28.63,35.2149
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","48","Brassier/sostén","Unidad",0.97,32.31,31.3407
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","49","Sandalias de cuero sintético","Par",0.44,198.3,87.252
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","50","Traje completo","Unidad",0.501964507835002,229.91,115.406659996345
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","51","Calzones","Unidad",1.4326365541172,20.48,29.3403966283203
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","52","Calcetines","Par",1.38828467371139,19.97,27.7240449340164
"May",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CMay2013.xls","53","Zapato de cuero sintético","Par",0.44713223086502,257.37,115.07842225773
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","1","Arroz","Libra",38,10.74,408.12
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","2","Frijol","Libra",34,9.16,311.44
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","3","Azúcar","Libra",30,8.74,262.2
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","4","Aceite","Litro",7,33.71,235.97
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","5","Posta de res","Libra",8,57.74,461.92
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","6","Posta de cerdo","Libra",5,52.47,262.35
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","7","Carne de aves","Libra",8,30.16,241.28
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","8","Chuleta de pescado","Libra",9,60.21,541.89
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","9","Leche","Litro",30,22.24,667.2
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","10","Huevos","Docena",7,43.03,301.21
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","11","Queso seco","Libra",9,46.11,414.99
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","12","Tortilla","Libra",57,12.88,734.16
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","13","Pinolillo","Libra",10,20.88,208.8
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","14","Pastas alimenticias","Libra",5,20.88,104.4
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","15","Pan","Libra",27,18.87,509.49
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","16","Tomate de cocinar","Libra",14,14.73,206.22
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","17","Cebolla blanca","Libra",8,33.25,266
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","18","Papas","Libra",15,16.2,243
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","19","Ayote","Libra",32,12.11,387.52
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","20","Chiltoma","Libra",3,31.59,94.77
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","21","Plátano verde","Libra",16,7.38,118.08
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","22","Naranja","Libra",46,8.17,375.82
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","23","Repollo","Libra",2,10.37,20.74
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","24","Jabón de lavar ropa","Unidad",12.55,12.9,161.895
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","25","Detergente en polvo","Bolsita de 40 gramos",27.97,2.21,61.8137
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","26","Pasta dental","Unidad de 115 grs",2.13,28.53,60.7689
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","27","Fósforos","Cajita de 40 cerillos",10.87,0.99,10.7613
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","28","Escoba","Unidad",1.22,37.39,45.6158
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","29","Papel higiénico","Rollos",10.71,10.71,114.7041
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","30","Jabón de baño","Unidad",4.67,5.76,26.8992
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","31","Toallas sanitarias","Bolsa de 10 unid",2.21,14.41,31.8461
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","32","Desodorante nacional","Unidad",1.9,21.09,40.071
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","33","Cepillo dental","Unidad",2.49,9.86,24.5514
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","34","Alquiler","Valor (C$) mensual",1,900,900
"Jun",2013,"https://www.inide.gob.ni/docs/CanastaB/canastab/CB2013/CJun2013.xls","35","Gas butano","25 libras",1,251.52,251.52
