"yymm","year","month","url","row","bien","medida","cantidad","precio","total"
"CB2008Jun",2008,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CJunio08.xls","1","Arroz","Libra",38,8.98,341.38
"CB2008Jun",2008,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CJunio08.xls","2","Frijol","Libra",34,15.49,526.7
"CB2008Jun",2008,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CJunio08.xls","3","Azúcar","Libra",30,5.3,159.01
"CB2008Jun",2008,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CJunio08.xls","4","Aceite","Litro",7,40.62,284.33
"CB2008Jun",2008,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CJunio08.xls","5","Posta de res","Libra",8,38.63,309.08
"CB2008Jun",2008,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CJunio08.xls","6","Posta de cerdo","Libra",5,35.2,175.99
"CB2008Jun",2008,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CJunio08.xls","7","Carne de aves","Libra",8,21.61,172.85
"CB2008Jun",2008,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CJunio08.xls","8","Pescado","Libra",9,39.82,358.4
"CB2008Jun",2008,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CJunio08.xls","9","Leche fluída","Litro",30,14,420
"CB2008Jun",2008,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CJunio08.xls","10","Huevos","Docena",7,27.19,190.35
"CB2008Jun",2008,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CJunio08.xls","11","Queso seco","Libra",9,31.33,281.99
"CB2008Jun",2008,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CJunio08.xls","12","Tortilla","Libra",57,9.84,560.73
"CB2008Jun",2008,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CJunio08.xls","13","Pinolillo","Libra",10,18.91,189.12
