"yymm","year","month","url","row","bien","medida","cantidad","precio","total","id"
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","1","Arroz","Libra",38,7.2788,276.5944,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","2","Frijol","Libra",34,14.2748319,485.3442846,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","3","Azúcar","Libra",30,5.05437631,151.6312893,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","4","Aceite","Litro",7,29.04333124,203.30331868,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","5","Posta de res","Libra",8,33.92670645,271.4136516,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","6","Posta de cerdo","Libra",5,32.05697202,160.2848601,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","7","Carne de aves","Libra",8,18.46506577,147.72052616,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","8","Pescado","Libra",9,37.57573199,338.18158791,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","9","Leche fluída","Litro",30,13,390,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","10","Huevos","Docena",7,24.23508923,169.64562461,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","11","Queso seco","Libra",9,30.66606659,275.99459931,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","12","Tortilla","Libra",57,8.85468332,504.71694924,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","13","Pinolillo","Libra",10,16.23757176,162.3757176,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","14","Pastas alimenticias","Libra",5,12.72109578,63.6054789,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","15","Pan","Libra",27,13.63256068,368.07913836,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","16","Tomate de cocinar","Libra",14,7.06660074,98.93241036,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","17","Cebolla blanca","Libra",8,10.3307047,82.6456376,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","18","Papas","Libra",15,9.47544148,142.1316222,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","19","Ayote","Libra",32,4.26559619,136.49907808,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","20","Chiltoma","Libra",3,16.64201596,49.92604788,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","21","Plátano verde","Libra",16,4.5071067,72.1137072,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","22","Naranja","Libra",46,2.75844235,126.8883481,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","23","Repollo","Libra",2,6.21978313,12.43956626,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","24","Jabón de lavar","Unidad",12.55,6.90334141,86.6369346955,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","25","Detergente","Bolsita de 40 gramos",27.97,1.40665108,39.3440307076,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","26","Pastas dental","Unidad de 115 grs",2.13,20.9343,44.590059,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","27","Fósforos","Cajita de 40 cerrillos",10.87,0.9110893,9.903540691,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","28","Escoba","Unidad",1.22,28.3399,34.574678,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","29","Papel higiénico","Rollos",10.71,5.36062371,57.4122799341,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","30","Jabón de baño","Unidad",4.67,3.21480533,15.0131408911,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","31","Toallas sanitarias","Bolsa de 10 unid",2.21,9.00057391,19.8912683411,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","32","Desodorantes nacional","Unidad",1.9,14.6271113,27.79151147,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","33","Cepillo dental","Unidad",2.49,7.9418,19.775082,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","34","Alquiler","Valor (C$) mensual",1,900,900,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","35","Gas butano","25 libras",1,249.96046258,249.96046258,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","36","Luz eléctrica","KWH",100,1.908323,190.8323,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","37","Agua","Galones",5292,0.015043,79.607556,5
"CB2008Ene",2008,"Ene","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CEne08.xls","38","Transporte","Pasaje",240,2.5,600,5
