"yymm","year","month","url","row","bien","medida","cantidad","precio","total"
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","1","Arroz","Libra",38,22.08,839.04
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","2","Frijol","Libra",34,31.08,1056.72
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","3","Azúcar","Libra",30,16.18,485.4
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","4","Aceite","Litro",7,65.8,460.6
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","5","Posta de res","Libra",8,151.4,1211.2
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","6","Posta de cerdo","Libra",5,87.27,436.35
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","7","Carne de aves","Libra",8,65.44,523.52
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","8","Chuleta de pescado","Libra",9,116.43,1047.87
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","9","Leche","Litro",30,42.31,1269.3
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","10","Huevos","Docena",7,90.27,631.89
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","11","Queso seco","Libra",9,113.6,1022.4
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","12","Tortilla","Libra",57,29.43,1677.51
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","13","Pinolillo","Libra",10,47.02,470.2
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","14","Pastas alimenticias","Libra",5,47.46,237.3
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","15","Pan","Libra",27,36.07,973.89
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","16","Tomate de cocinar","Libra",14,26.19,366.66
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","17","Cebolla blanca","Libra",8,45.81,366.48
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","18","Papas","Libra",15,33.14,497.1
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","19","Ayote","Libra",32,11.88,380.16
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","20","Chiltoma","Libra",3,52.9,158.7
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","21","Plátano verde","Libra",16,16.02,256.32
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","22","Naranja","Libra",46,20.37,937.02
"CB2026May",2026,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2026/CBMay2026.xlsx","23","Repollo","Libra",2,11.36,22.72
