"yymm","year","month","url","row","bien","medida","cantidad","precio","total"
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","1","Arroz","Libra",38,11.28,428.64
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","2","Frijol","Libra",34,12.88,437.92
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","3","Azúcar","Libra",30,9.08,272.4
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","4","Aceite","Litro",7,33.8,236.6
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","5","Posta de res","Libra",8,60.02,480.16
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","6","Posta de cerdo","Libra",5,53.43,267.15
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","7","Carne de aves","Libra",8,32.22,257.76
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","8","Chuleta de pescado","Libra",9,59.84,538.56
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","9","Leche","Litro",30,24.65,739.5
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","10","Huevos","Docena",7,44.22,309.54
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","11","Queso seco","Libra",9,54.81,493.29
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","12","Tortilla","Libra",57,13.28,756.96
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","13","Pinolillo","Libra",10,21.26,212.6
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","14","Pastas alimenticias","Libra",5,21.11,105.55
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","15","Pan","Libra",27,19.63,530.01
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","16","Tomate de cocinar","Libra",14,12.57,175.98
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","17","Cebolla blanca","Libra",8,25.14,201.12
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","18","Papas","Libra",15,17.28,259.2
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","19","Ayote","Libra",32,5.76,184.32
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","20","Chiltoma","Libra",3,30.8,92.4
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","21","Plátano verde","Libra",16,7.37,117.92
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","22","Naranja","Libra",46,3.55,163.3
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","23","Repollo","Libra",2,6.25,12.5
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","24","Jabón de lavar ropa","Unidad",12.55,12.95,162.52
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","25","Detergente en polvo","Bolsita de 40 gramos ",27.97,2.27,63.49
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","26","Pastas dental","Unidad de 115 grs ",2.13,28.95,61.66
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","27","Fósforos","Cajita de 40 cerrillos",10.87,1,10.87
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","28","Escoba","Unidad",1.22,37.99,46.35
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","29","Papel higiénico","Rollos",10.71,10.95,117.27
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","30","Jabón de baño","Unidad",4.67,5.88,27.46
"CB2014Feb",2014,"Feb","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2014/CBFeb2014.xls","31","Toallas sanitarias","Bolsa de 10 unid",2.21,14.87,32.86
