"yymm","year","month","url","row","bien","medida","cantidad","precio","total","id"
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","1","Arroz","Libra",38,21.99,835.62,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","2","Frijol","Libra",34,32.07,1090.38,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","3","Azúcar","Libra",30,16.02,480.6,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","4","Aceite","Litro",7,65.32,457.24,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","5","Posta de res","Libra",8,147.99,1183.92,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","6","Posta de cerdo","Libra",5,89.73,448.65,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","7","Carne de aves","Libra",8,63.75,510,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","8","Chuleta de pescado","Libra",9,109.95,989.55,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","9","Leche","Litro",30,40.03,1200.9,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","10","Huevos","Docena",7,73.28,512.96,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","11","Queso seco","Libra",9,100.16,901.44,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","12","Tortilla","Libra",57,27.2,1550.4,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","13","Pinolillo","Libra",10,44.5,445,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","14","Pastas alimenticias","Libra",5,46.8,234,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","15","Pan","Libra",27,31.05,838.35,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","16","Tomate de cocinar","Libra",14,23.93,335.02,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","17","Cebolla blanca","Libra",8,50.52,404.16,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","18","Papas","Libra",15,32.55,488.25,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","19","Ayote","Libra",32,10.56,337.92,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","20","Chiltoma","Libra",3,47.64,142.92,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","21","Plátano verde","Libra",16,14.96,239.36,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","22","Naranja","Libra",46,19.09,878.14,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","23","Repollo","Libra",2,9.17,18.34,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","24","Jabón de lavar ropa","Unidad",12.55,27.96,350.898,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","25","Detergente en polvo","Bolsita de 40 gramos",27.97,4.02057353837761,112.455441868422,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","26","Pasta dental","Unidad de 115 grs",2.13,47.17,100.4721,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","27","Fósforos","Cajita de 40 cerillos",10.87,2.63,28.5881,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","28","Escoba","Unidad",1.22,77.44,94.4768,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","29","Papel higiénico","Rollos",10.71,20.79,222.6609,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","30","Jabón de baño","Unidad",4.67,11.54,53.8918,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","31","Toallas sanitarias","Bolsa de 10 unid",2.21,29.42,65.0182,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","32","Desodorante nacional","Unidad",1.9,67.81,128.839,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","33","Cepillo dental","Unidad",2.49,20.69,51.5181,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","34","Alquiler","Valor (C$) mensual",1,900,900,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","35","Gas butano","25 libras",1,436,436,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","36","Luz eléctrica","KWH",100,3.2454565,324.54565,214
"CB2025Jun",2025,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2025/CBJun25.xlsx","37","Agua","Galones",5292,0.0311988117200302,165.1041116224,214
