"yymm","year","month","url","row","bien","medida","cantidad","precio","total","id"
"CB2015Jun",2015,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBJun2015.xls","1","Arroz","Libra",38,12.32,468.16,94
"CB2015Jun",2015,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBJun2015.xls","2","Frijol","Libra",34,18.92,643.28,94
"CB2015Jun",2015,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBJun2015.xls","3","Azúcar","Libra",30,9.74,292.2,94
"CB2015Jun",2015,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBJun2015.xls","4","Aceite","Litro",7,32.55,227.85,94
"CB2015Jun",2015,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBJun2015.xls","5","Posta de res","Libra",8,84.83,678.64,94
"CB2015Jun",2015,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBJun2015.xls","6","Posta de cerdo","Libra",5,71.25,356.25,94
"CB2015Jun",2015,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBJun2015.xls","7","Carne de aves","Libra",8,35.65,285.2,94
"CB2015Jun",2015,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBJun2015.xls","8","Chuleta de pescado","Libra",9,70.6,635.4,94
"CB2015Jun",2015,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBJun2015.xls","9","Leche","Litro",30,25.97,779.1,94
"CB2015Jun",2015,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBJun2015.xls","10","Huevos","Docena",7,49.05,343.35,94
"CB2015Jun",2015,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBJun2015.xls","11","Queso seco","Libra",9,48.37,435.33,94
"CB2015Jun",2015,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBJun2015.xls","12","Tortilla","Libra",57,12.89,734.73,94
"CB2015Jun",2015,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBJun2015.xls","13","Pinolillo","Libra",10,23.35,233.5,94
"CB2015Jun",2015,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBJun2015.xls","14","Pastas alimenticias","Libra",5,22.62,113.1,94
"CB2015Jun",2015,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBJun2015.xls","15","Pan","Libra",27,19.99,539.73,94
"CB2015Jun",2015,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBJun2015.xls","16","Tomate de cocinar","Libra",14,11.49,160.86,94
"CB2015Jun",2015,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBJun2015.xls","17","Cebolla blanca","Libra",8,26.04,208.32,94
"CB2015Jun",2015,"Jun","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2015/CBJun2015.xls","18","Papas","Libra",15,14.05,210.75,94
