"yymm","year","month","url","row","bien","medida","cantidad","precio","total","id"
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","1","Arroz","Libra",38,8.5719,325.7322,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","2","Frijol","Libra",34,13.94279328,474.05497152,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","3","Azúcar","Libra",30,5.23717468,157.1152404,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","4","Aceite","Litro",7,40.05966957,280.41768699,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","5","Posta de res","Libra",8,36.75005512,294.00044096,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","6","Posta de cerdo","Libra",5,34.68900798,173.4450399,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","7","Carne de aves","Libra",8,21.60840015,172.8672012,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","8","Pescado","Libra",9,39.02731154,351.24580386,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","9","Leche fluída","Litro",30,14,420,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","10","Huevos","Docena",7,26.9169022,188.4183154,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","11","Queso seco","Libra",9,33.57646901,302.18822109,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","12","Tortilla","Libra",57,9.11855193,519.75746001,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","13","Pinolillo","Libra",10,18.50482992,185.0482992,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","14","Pastas alimenticias","Libra",5,16.29385459,81.46927295,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","15","Pan","Libra",27,16.89072797,456.04965519,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","16","Tomate de cocinar","Libra",14,12.25410113,171.55741582,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","17","Cebolla blanca","Libra",8,8.95480898,71.63847184,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","18","Papas","Libra",15,9.80658756,147.0988134,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","19","Ayote","Libra",32,3.62398920414102,115.967654532513,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","20","Chiltoma","Libra",3,14.33280124,42.99840372,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","21","Plátano verde","Libra",16,4.02119324,64.33909184,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","22","Naranja","Libra",46,3.87486434,178.24375964,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","23","Repollo","Libra",2,2.83279818,5.66559636,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","24","Jabón de lavar","Unidad",12.55,7.96148069,99.9165826595,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","25","Detergente","Bolsita de 40 gramos",27.97,1.55681632,43.5441524704,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","26","Pastas dental","Unidad de 115 grs",2.13,22.0002,46.860426,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","27","Fósforos","Cajita de 40 cerrillos",10.87,0.92542017,10.0593172479,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","28","Escoba","Unidad",1.22,28.3502,34.587244,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","29","Papel higiénico","Rollos",10.71,5.63957775,60.3998777025,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","30","Jabón de baño","Unidad",4.67,3.6007944,16.815709848,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","31","Toallas sanitarias","Bolsa de 10 unid",2.21,9.67251177,21.3762510117,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","32","Desodorantes nacional","Unidad",1.9,15.4046468,29.26882892,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","33","Cepillo dental","Unidad",2.49,8.0833,20.127417,9
"CB2008May",2008,"May","https://www.inide.gob.ni/docs/CanastaB/canastab/CB2008/CMayo08.xls","34","Alquiler","Valor (C$) mensual",1,900,900,9
