"yymm","year","month","url","row","bien","medida","cantidad","precio","total"
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","1","Arroz","Libra",38,15.77,599.26
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","2","Frijol","Libra",34,18.02,612.68
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","3","Azúcar","Libra",30,13.56,406.8
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","4","Aceite","Litro",7,60.56,423.92
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","5","Posta de res","Libra",8,113.24,905.92
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","6","Posta de cerdo","Libra",5,78.42,392.1
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","7","Carne de aves","Libra",8,42.24,337.92
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","8","Chuleta de pescado","Libra",9,88.74,798.66
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","9","Leche","Litro",30,31.67,950.1
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","10","Huevos","Docena",7,62.92,440.44
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","11","Queso seco","Libra",9,71.07,639.63
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","12","Tortilla","Libra",57,19.23,1096.11
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","13","Pinolillo","Libra",10,31.34,313.4
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","14","Pastas alimenticias","Libra",5,33.64,168.2
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","15","Pan","Libra",27,26.23,708.21
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","16","Tomate de cocinar","Libra",14,17.66,247.24
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","17","Cebolla blanca","Libra",8,40.52,324.16
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","18","Papas","Libra",15,17.16,257.4
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","19","Ayote","Libra",32,7.1,227.2
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","20","Chiltoma","Libra",3,34.78,104.34
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","21","Plátano verde","Libra",16,9.64,154.24
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","22","Naranja","Libra",46,6.1,280.6
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","23","Repollo","Libra",2,7.56,15.12
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","24","Jabón de lavar ropa","Unidad",12.55,18.54,232.68
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","25","Detergente en polvo","Bolsita de 40 gramos ",27.97,3.17,88.66
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","26","Pasta dental","Unidad de 115 grs ",2.13,37.35,79.56
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","27","Fósforos","Cajita de 40 cerillos",10.87,1.96,21.31
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","28","Escoba","Unidad",1.22,66.99,81.73
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","29","Papel higiénico","Rollos",10.71,16.21,173.61
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","30","Jabón de baño","Unidad",4.67,13.63,63.65
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","31","Toallas sanitarias","Bolsa de 10 unid",2.21,23.15,51.16
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","32","Desodorante nacional","Unidad",1.9,41.04,77.98
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","33","Cepillo dental","Unidad",2.49,16.25,40.46
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","34","Alquiler","Valor (C$) mensual",1,900,900
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","35","Gas butano"," 25 libras",1,447.49,447.49
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","36","Luz eléctrica","KWH",100,2.98,297.86
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","37","Agua","Galones",5292,0.03,160.23
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","38","Transporte","Pasaje",240,2.5,600
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","39","Pantalón largo de tela de jeans","Unidad",0.62,472.34,293.46
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","40","Camisa manga corta","Unidad",0.66,130.7,86.26
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","41","Calzoncillos","Unidad",1.57,46.63,72.98
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","42","Calcetines","Par",1.32,31.37,41.4
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","43","Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)","Par",0.43,455.78,196.99
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","44","Blusa manga corta","Unidad",0.66,134.52,88.78
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","45","Pantalón largo de tela de jeans","Unidad",0.51,462.56,235.91
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","46","Vestido entero","Unidad",0.5,287.54,143.77
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","47","Calzones/ Bikinis","Unidad",1.23,43.71,53.76
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","48","Brassier/ sostén","Unidad",0.97,55.06,53.41
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","49","Sandalias de cuero sintético","Par",0.44,253.81,111.68
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","50","Traje completo","Unidad",0.5,336.03,168.68
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","51","Calzones","Unidad",1.43,34.7,49.71
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","52","Calcetines","Par",1.39,29.61,41.11
"CB2021Oct",2021,"Oct","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBOct2021.xls","53","Zapato de cuero sintético","Par",0.45,345.88,154.65
