"yymm","year","month","url","row","bien","medida","cantidad","precio","total","id"
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","1","Arroz","Libra",38,13.35,507.3,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","2","Frijol","Libra",34,16.19,550.46,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","3","Azúcar","Libra",30,12.6,378,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","4","Aceite","Litro",7,33.75,236.25,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","5","Posta de res","Libra",8,89.2,713.6,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","6","Posta de cerdo","Libra",5,70.61,353.05,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","7","Carne de aves","Libra",8,46.22,369.76,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","8","Chuleta de pescado","Libra",9,79.53,715.77,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","9","Leche","Litro",30,29.52,885.6,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","10","Huevos","Docena",7,52.2,365.4,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","11","Queso seco","Libra",9,65.07,585.63,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","12","Tortilla","Libra",57,18.09,1031.13,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","13","Pinolillo","Libra",10,29.61,296.1,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","14","Pastas alimenticias","Libra",5,29.84,149.2,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","15","Pan","Libra",27,24.03,648.81,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","16","Tomate de cocinar","Libra",14,10.07,140.98,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","17","Cebolla blanca","Libra",8,36.77,294.16,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","18","Papas","Libra",15,22.69,340.35,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","19","Ayote","Libra",32,6.34,202.88,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","20","Chiltoma","Libra",3,23.3,69.9,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","21","Plátano verde","Libra",16,9.39,150.24,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","22","Naranja","Libra",46,7.2,331.2,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","23","Repollo","Libra",2,5.89,11.78,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","24","Jabón de lavar ropa","Unidad",12.55,14.82,185.991,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","25","Detergente en polvo","Bolsita de 40 gramos",27.97,3,83.91,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","26","Pasta dental","Unidad de 115 grs",2.13,34.16,72.7608,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","27","Fósforos","Cajita de 40 cerillos",10.87,1.55,16.8485,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","28","Escoba","Unidad",1.22,55.24,67.3928,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","29","Papel higiénico","Rollos",10.71,14.28,152.9388,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","30","Jabón de baño","Unidad",4.67,11.86,55.3862,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","31","Toallas sanitarias","Bolsa de 10 unid",2.21,20.7,45.747,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","32","Desodorante nacional","Unidad",1.9,32.09,60.971,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","33","Cepillo dental","Unidad",2.49,13.96,34.7604,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","34","Alquiler","Valor (C$) mensual",1,NA,900,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","35","Gas butano","25 libras",1,242.49,242.49,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","36","Luz eléctrica","KWH",100,3.237012,323.7012,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","37","Agua","Galones",5292,0.0288261278781557,152.5478687312,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","38","Transporte","Pasaje",240,2.5,600,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","39","Pantalón largo de tela de jeans","Unidad",0.621290101151897,459.51,285.489014380308,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","40","Camisa manga corta","Unidad",0.660003700679698,124.35,82.0714601795205,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","41","Calzoncillos","Unidad",1.56501893310219,43.43,67.9687722646281,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","42","Calcetines","Par",1.3198798072969,28.43,37.524182921451,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","43","Zapato  de cuero natural (mocasin, acordonado, cerrado, etc.)","Par",0.432211303669415,424.14,183.318102338346,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","44","Blusa manga corta","Unidad",0.66,120.86,79.7676,144
"CB2019Ago",2019,"Ago","https://www.inide.gob.ni/docs/CanastaB/CB2019/CBAgo2019.xls","45","Pantalón largo de tela de jeans","Unidad",0.51,449.76,229.3776,144
