"yymm","year","month","url","row","bien","medida","cantidad","precio","total","id"
"CB2021Sep",2021,"Sep","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBSep2021.xls","1","Arroz","Libra",38,15.54,590.52,169
"CB2021Sep",2021,"Sep","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBSep2021.xls","2","Frijol","Libra",34,18.35,623.9,169
"CB2021Sep",2021,"Sep","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBSep2021.xls","3","Azúcar","Libra",30,13.54,406.2,169
"CB2021Sep",2021,"Sep","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBSep2021.xls","4","Aceite","Litro",7,59.24,414.68,169
"CB2021Sep",2021,"Sep","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBSep2021.xls","5","Posta de res","Libra",8,109.35,874.8,169
"CB2021Sep",2021,"Sep","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBSep2021.xls","6","Posta de cerdo","Libra",5,77.93,389.65,169
"CB2021Sep",2021,"Sep","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBSep2021.xls","7","Carne de aves","Libra",8,42.33,338.64,169
"CB2021Sep",2021,"Sep","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBSep2021.xls","8","Chuleta de pescado","Libra",9,87.63,788.67,169
"CB2021Sep",2021,"Sep","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBSep2021.xls","9","Leche","Litro",30,31.49,944.7,169
"CB2021Sep",2021,"Sep","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBSep2021.xls","10","Huevos","Docena",7,63.41,443.87,169
"CB2021Sep",2021,"Sep","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBSep2021.xls","11","Queso seco","Libra",9,74.77,672.93,169
"CB2021Sep",2021,"Sep","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBSep2021.xls","12","Tortilla","Libra",57,18.67,1064.19,169
"CB2021Sep",2021,"Sep","https://www.inide.gob.ni/docs/CanastaB/CB2021/CBSep2021.xls","13","Pinolillo","Libra",10,31.2,312,169
